ngram,freq,High,Low,Medium,None,max.value,max.prop
바꾸/VV;고/EC,1,0,0,1,0,Medium,1
바꾸/VV;려는/ETM,1,0,0,1,0,Medium,1
바느질/NNG;을/JKO,1,0,1,0,0,Low,1
바늘/NNG;에/JKB,1,0,0,1,0,Medium,1
바닥/NNG;면적/NNG,1,0,1,0,0,Low,1
바닥/NNG;에/JKB,1,0,0,1,0,Medium,1
바라/VV;ㅂ니다/EF,1,0,0,1,0,Medium,1
바람/NNB;에/JKB,2,0,0,0,1,None,1
바람/NNG;이/JKS,2,0.5,0.5,0,0,High,0.5
바람직/XR;스럽/XSA,1,1,0,0,0,High,1
바람직/XR;하/XSA,3,0,0,1,0,Medium,1
바로/MAG;그/MM,2,0,0.5,0.5,0,Low,0.5
바로/MAG;너희/NP,1,0,0,1,0,Medium,1
바로/MAG;지금/MAG,1,0,0,1,0,Medium,1
바보/NNG;스럽/XSA,1,0,0,1,0,Medium,1
바짓가랑이/NNG;에/JKB,1,1,0,0,0,High,1
바치/VV;마/EF,1,0,0,1,0,Medium,1
박수/NNG;와/JC,1,0,0,1,0,Medium,1
박장대소/NNG;하/XSV,1,0,0,1,0,Medium,1
박테리아/NNG;와/JKB,1,0,0,1,0,Medium,1
밖/NNG;에/JKB,1,0,0,0,1,None,1
밖/NNG;에서/JKB,1,0,0,1,0,Medium,1
밖에/JX;없/VA,8,0,0,0.125,0.875,None,0.875
반/NNG;만큼/NNB,1,0,1,0,0,Low,1
반/NNG;의/JKG,1,0,1,0,0,Low,1
반/XPN;사회/NNG,1,1,0,0,0,High,1
반대/NNG;를/JKO,1,1,0,0,0,High,1
반대/NNG;의사/NNG,1,0,0,1,0,Medium,1
반대/NNG;하/XSV,2,0,0,1,0,Medium,1
반대편/NNG;에/JKB,1,0,0,1,0,Medium,1
반드시/MAG;비/XPN,1,0,0,1,0,Medium,1
반드시/MAG;혈액/NNG,1,0,0,1,0,Medium,1
반문/NNG;하/XSV,1,0,0,1,0,Medium,1
반박/NNG;하/XSV,1,0,0,1,0,Medium,1
반복/NNG;은/JX,1,1,0,0,0,High,1
반복/NNG;적/XSN,1,0,0,1,0,Medium,1
반성/NNG;이/VCP,1,0,0,1,0,Medium,1
반어/NNG;적/XSN,1,0,0,1,0,Medium,1
반영/NNG;하/XSV,1,1,0,0,0,High,1
반응/NNG;이/JKS,1,0,0,1,0,Medium,1
반짝이/VV;는/ETM,1,0,0,1,0,Medium,1
반짝이/VV;다/EC,1,0,0,1,0,Medium,1
반찬/NNG;값/NNG,1,0,0,1,0,Medium,1
반추/NNG;하/XSV,1,0,0,1,0,Medium,1
반항/NNG;하/XSV,1,0,0,1,0,Medium,1
받/VV;게/EC,1,0,0,1,0,Medium,1
받/VV;겠/EP,1,0,0,1,0,Medium,1
받/VV;고/EC,2,0,0.5,0.5,0,Low,0.5
받/VV;는다면/EC,1,0,1,0,0,Low,1
받/VV;은/ETM,1,0,0,1,0,Medium,1
받/VV;을/ETM,3,0,0.333333333,0.666666667,0,Medium,0.666666667
받/VV;지/EC,2,0,0,1,0,Medium,1
발/NNG;벗/VV,1,0,0,1,0,Medium,1
발견/NNG;되/XSV,1,0,0,1,0,Medium,1
발리/VV;ㄴ/ETM,1,0,1,0,0,Low,1
발생/NNG;이/JKS,1,1,0,0,0,High,1
발생/NNG;하/XSV,1,0,1,0,0,Low,1
발전/NNG;하/XSV,1,0,0,1,0,Medium,1
발표/NNG;하/XSV,6,0,0.333333333,0.666666667,0,Medium,0.666666667
발현/NNG;이/VCP,1,0,0,1,0,Medium,1
발흥/NNG;하/XSV,1,0,0,1,0,Medium,1
밝/VA;아/EC,2,0,0,1,0,Medium,1
밝/VA;지/EC,1,0,0,1,0,Medium,1
밝히/VV;고/EC,1,0,0,1,0,Medium,1
밝히/VV;ㄴ/ETM,1,0,0,1,0,Medium,1
밝히/VV;어/EC,1,0,0,1,0,Medium,1
밤/NNG;길/NNG,1,0,0,1,0,Medium,1
밤/NNG;에/JKB,1,0,0,1,0,Medium,1
밤/NNG;을/JKO,1,0,0,1,0,Medium,1
밤/NNG;이*/JKS,1,1,0,0,0,High,1
밤낮/NNG;간호/NNG,1,0,0,1,0,Medium,1
밤낮/NNG;을/JKO,1,0,0,1,0,Medium,1
밥/NNG;을/JKO,1,0,1,0,0,Low,1
밥/NNG;한술/NNG,1,0,0,0,1,None,1
방법/NNG;을/JKO,1,0,0,1,0,Medium,1
방법/NNG;이/VCP,1,0,0,1,0,Medium,1
방불/XR;하/XSA,2,0.5,0,0.5,0,High,0.5
방비/NNG;속/NNG,1,0,0,1,0,Medium,1
방지/NNG;처리/NNG,1,0,0,1,0,Medium,1
방침/NNG;이/JKS,1,0,0,1,0,Medium,1
배/NNG;가까이/MAG,1,0,1,0,0,Low,1
배/NNG;로/JKB,1,0,0,1,0,Medium,1
배/NNG;를/JKO,1,1,0,0,0,High,1
배/NNG;보복/NNG,1,1,0,0,0,High,1
배/NNG;아프/VA,1,0,0,1,0,Medium,1
배/NNG;정도/NNG,1,0,1,0,0,Low,1
배/NNG;혹은/MAG,1,1,0,0,0,High,1
배/NNP;감독/NNG,4,0,0.75,0.25,0,Low,0.75
배달/NNG;나가/VV,1,0,0,1,0,Medium,1
배반/NNG;당하/XSV,1,0,0,1,0,Medium,1
배상/NNG;을/JKO,1,1,0,0,0,High,1
배신/NNG;과/JC,1,0,0,1,0,Medium,1
배신/NNG;행위/NNG,1,0,0,1,0,Medium,1
배우/NNG;들/XSN,1,0,0,1,0,Medium,1
배우/VV;ㄹ/ETM,1,0,0,1,0,Medium,1
배창호/NNP;감독/NNG,1,0,1,0,0,Low,1
배척/NNG;하/XSV,1,0,0,1,0,Medium,1
배치/NNG;되/XSV,1,0,0,1,0,Medium,1
배타/NNG;적/XSN,3,0,0.333333333,0.666666667,0,Medium,0.666666667
백/NR;가지/NNB,2,0.5,0.5,0,0,High,0.5
백/NR;명/NNB,1,1,0,0,0,High,1
백/NR;여/XSN,1,1,0,0,0,High,1
백만/NR;대/NNB,1,0,1,0,0,Low,1
백만/NR;명/NNB,1,0,1,0,0,Low,1
백일하/NNG;에/JKB,1,0,0,1,0,Medium,1
백천/NR;번/NNB,1,1,0,0,0,High,1
백화점/NNG;등/NNB,1,0,0,1,0,Medium,1
밴드/NNG;가/JKS,1,0,0,1,0,Medium,1
버리/VV;지/EC,1,0,0,1,0,Medium,1
버리/VX;고/EC,2,0,0,1,0,Medium,1
버리/VX;시/EP,1,0,0,1,0,Medium,1
버리/VX;었/EP,1,0,0,1,0,Medium,1
버림받/VV;을까/EC,1,0,0,1,0,Medium,1
버튼/NNG;하나/NR,1,0,0,1,0,Medium,1
버티/VV;ㄴ/ETM,1,0,0,1,0,Medium,1
버팀목/NNG;이/VCP,1,0,0,1,0,Medium,1
버팅기/VV;게/EC,1,0,0,1,0,Medium,1
번/NNB;구설수/NNG,1,1,0,0,0,High,1
번/NNB;다시없/VA,1,1,0,0,0,High,1
번/NNB;도/JX,1,0,0,1,0,Medium,1
번/NNB;돌/VV,1,1,0,0,0,High,1
번/NNB;만/JX,1,0,0,1,0,Medium,1
번/NNB;이상/NNG,1,0,0,1,0,Medium,1
번/NNB;제대로/MAG,1,0,0,1,0,Medium,1
번/NNB;중고/NNG,1,0,0,1,0,Medium,1
번들번들/MAG;하/XSV,1,0,0,1,0,Medium,1
번복/NNG;하/XSV,1,1,0,0,0,High,1
번식/NNG;하/XSV,1,0,0,1,0,Medium,1
번지/VV;ㅁ/ETN,1,0,0,1,0,Medium,1
번호/NNG;에/JKB,1,0,0,1,0,Medium,1
벌어지/VV;ㄴ듯/EC,1,0,0,1,0,Medium,1
범인/NNG;으로/JKB,1,0,0,1,0,Medium,1
범죄/NNG;를/JKO,1,1,0,0,0,High,1
법/NNG;위반/NNG,1,0,0,0,1,None,1
법원/NNG;편견/NNG,1,0,0,1,0,Medium,1
벗/NNG;이/VCP,1,0,0,1,0,Medium,1
벗/VV;고/EC,1,0,0,1,0,Medium,1
벗어나/VV;지/EC,1,0,0,1,0,Medium,1
베로나/NNP;지방/NNG,1,0,1,0,0,Low,1
벽/NNG;을/JKO,1,0,1,0,0,Low,1
벽/NNG;이/JKS,1,0,0,1,0,Medium,1
벽/NNG;허물/VV,1,0,0,1,0,Medium,1
벽두/NNG;가/JKS,1,0,0,1,0,Medium,1
벽화/NNG;를/JKO,1,0,0,1,0,Medium,1
변신/NNG;하/XSV,1,0,0,1,0,Medium,1
변조/NNG;가/JKS,1,0,0,1,0,Medium,1
변호사/NNG;법/NNG,1,0,0,0,1,None,1
변화/NNG;가/JKS,1,0,1,0,0,Low,1
변화/NNG;에/JKB,1,0,0,1,0,Medium,1
별/MM;문제/NNG,1,0,1,0,0,Low,1
별/NNG;과/JKB,1,0,0,1,0,Medium,1
별도/NNG;의/JKG,1,0,0,1,0,Medium,1
별로/MAG;특출/XR,1,0,0,1,0,Medium,1
별반/MAG;달라지/VV,1,0,1,0,0,Low,1
별빛/NNG;이/JKS,1,0,0,1,0,Medium,1
병/NNG;에/JKB,1,0,0,1,0,Medium,1
병/NNG;은/JX,1,0,1,0,0,Low,1
병/NNG;중/NNB,1,0,1,0,0,Low,1
병들/VV;ㄴ/ETM,1,0,0,1,0,Medium,1
병원/NNG;에서/JKB,1,0,0,1,0,Medium,1
보*/VV;면/EC,1,0,0,1,0,Medium,1
보*/VV;았/EP,1,0,0,1,0,Medium,1
보/VV;고/EC,1,1,0,0,0,High,1
보/VV;기/ETN,4,0.25,0,0.75,0,Medium,0.75
보/VV;는/ETM,2,0,0,1,0,Medium,1
보/VV;ㄹ/ETM,6,0.333333333,0,0.666666667,0,Medium,0.666666667
보/VV;라고/EC,1,0,0,1,0,Medium,1
보/VV;러/EC,1,0,0,1,0,Medium,1
보/VV;면/EC,3,0,0.333333333,0.666666667,0,Medium,0.666666667
보/VV;시/EP,1,0,0,1,0,Medium,1
보/VV;아/EC,1,0,0,1,0,Medium,1
보/VV;았/EP,1,0,1,0,0,Low,1
보/VV;지/EC,1,0,0,1,0,Medium,1
보/VX;고/EC,1,0,0,1,0,Medium,1
보/VX;면/EC,1,0,0,1,0,Medium,1
보/VX;아/EC,2,0,1,0,0,Low,1
보/VX;아라/EC,1,0,0,1,0,Medium,1
보/VX;아야/EC,1,0,0,1,0,Medium,1
보/VX;자고/EC,1,0,0,1,0,Medium,1
보/VX;자는/ETM,1,0,0,0,1,None,1
보건/NNG;요원/NNG,1,0,1,0,0,Low,1
보다/JKB;간편/XR,1,0,0,1,0,Medium,1
보다/JKB;그동안/NNG,1,0,0,1,0,Medium,1
보다/JKB;높/VA,1,0,0,1,0,Medium,1
보다/JKB;는/JX,2,0,0,0,1,None,1
보다/JKB;더/MAG,2,0.5,0.5,0,0,High,0.5
보다/JKB;도/JX,3,0.333333333,0,0,0.666666667,None,0.666666667
보다/JKB;뜨겁/VA,1,0,0,1,0,Medium,1
보다/JKB;마음/NNG,1,0,0,1,0,Medium,1
보다/JKB;소중/XR,1,1,0,0,0,High,1
보다/JKB;싸/VA,1,0,0,1,0,Medium,1
보다/JKB;오히려/MAG,1,0,0,1,0,Medium,1
보다/JKB;요구/NNG,1,1,0,0,0,High,1
보다/JKB;자극/NNG,1,0,0,1,0,Medium,1
보다/JKB;짧/VA,1,0,0,1,0,Medium,1
보다/MAG;조직/NNG,1,0,0,1,0,Medium,1
보람/NNG;도/JX,1,0,0,1,0,Medium,1
보복/NNG;협박/NNG,1,0,0,1,0,Medium,1
보상/NNG;을/JKO,1,0,1,0,0,Low,1
보습/NNG;에/JKB,1,0,0,1,0,Medium,1
보이/VV;ㄴ다/EC,1,0,0,1,0,Medium,1
보이/VV;ㄴ다/EF,1,0,0,1,0,Medium,1
보이/VV;면/EC,1,0,0,1,0,Medium,1
보이/VV;어/EC,2,0,0.5,0.5,0,Low,0.5
보이/VV;지/EC,3,0.333333333,0.333333333,0.333333333,0,High,0.333333333
보장/NNG;받/VV,1,0,0,1,0,Medium,1
보탬/NNG;이/JKC,1,1,0,0,0,High,1
보호/NNG;받/VV,1,0,0,1,0,Medium,1
복습/NNG;하/XSV,1,0,0,1,0,Medium,1
복식관/NNG;과/JC,1,0,1,0,0,Low,1
복원/NNG;하/XSV,1,0,0,1,0,Medium,1
복잡/XR;하/XSA,2,0,0,1,0,Medium,1
본/NNG;따리/VV,1,1,0,0,0,High,1
본격/NNG;적/XSN,3,0,0.333333333,0.666666667,0,Medium,0.666666667
본격/NNG;추진/NNG,1,0,0,1,0,Medium,1
본격/NNG;화/XSN,1,0,1,0,0,Low,1
봉건/NNG;시대/NNG,1,0,0,1,0,Medium,1
봉양/NNG;하/XSV,1,1,0,0,0,High,1
봉투/NNG;로/JKB,1,1,0,0,0,High,1
부/XPN;정확/NNG,1,0,0,1,0,Medium,1
부가/NNG;가치/NNG,1,0,0,1,0,Medium,1
부끄럽/VA;지/EC,1,0,0,1,0,Medium,1
부담/NNG;이/JKC,1,0,0,1,0,Medium,1
부담/NNG;이/JKS,3,0,0.333333333,0.666666667,0,Medium,0.666666667
부대/NNG;행사/NNG,1,0,0,1,0,Medium,1
부르/VV;어/EC,1,0,1,0,0,Low,1
부르트/VV;고/EC,1,0,0,1,0,Medium,1
부부/NNG;간/NNB,1,0,0,1,0,Medium,1
부분/NNG;을/JKO,1,0,1,0,0,Low,1
부분/NNG;이/JKS,1,0,0,1,0,Medium,1
부상/NNG;도/JX,1,1,0,0,0,High,1
부수/VV;는/ETM,1,0,0,1,0,Medium,1
부위/NNG;는/JX,1,0,1,0,0,Low,1
부족/NNG;하/XSA,4,0,0,1,0,Medium,1
부지런/NNG;하/XSA,1,0,0,1,0,Medium,1
부쩍/MAG;늘/VV,1,0,0,1,0,Medium,1
부채/NNG;를/JKO,1,0,0,1,0,Medium,1
부채/NNG;질/XSN,1,0,0,1,0,Medium,1
부추기/VV;는/ETM,1,0,0,1,0,Medium,1
부탁/NNG;하/XSV,1,0,0,1,0,Medium,1
부터/JX;가/JKS,1,0,0,1,0,Medium,1
부터/JX;ㄴ/JX,1,0,0,1,0,Medium,1
부터/JX;나/NP,1,0,0,1,0,Medium,1
부터/JX;살피/VV,1,0,0,1,0,Medium,1
부터/JX;안/MAG,1,0,0,1,0,Medium,1
부터/JX;여성/NNG,1,0,0,1,0,Medium,1
부터/JX;의/JKG,1,0,0,1,0,Medium,1
부터/JX;줄곧/MAG,1,0,0,1,0,Medium,1
부합/NNG;하/XSV,1,0,0,1,0,Medium,1
북/NNP;이/JKS,1,0,0,1,0,Medium,1
북/NNP;인식/NNG,1,0,1,0,0,Low,1
북한/NNP;도/JX,1,0,0,1,0,Medium,1
북한/NNP;에/JKB,1,0,1,0,0,Low,1
북한/NNP;을/JKO,1,0,0,1,0,Medium,1
북한/NNP;의/JKG,1,0,0,1,0,Medium,1
분/NNB;들/XSN,1,0,0,1,0,Medium,1
분/NNB;의/JKG,1,0,0,1,0,Medium,1
분/NNB;이/JKS,1,0,0,1,0,Medium,1
분단/NNG;극복/NNG,1,0,1,0,0,Low,1
분류/NNG;를/JKO,1,1,0,0,0,High,1
분명*/MAG;하/XSA,1,0,0,1,0,Medium,1
분명/NNG;하/XSA,1,1,0,0,0,High,1
분석/NNG;하/XSV,3,0,0.333333333,0.666666667,0,Medium,0.666666667
분야/NNG;욕심내/VV,1,0,0,1,0,Medium,1
분위기/NNG;를/JKO,1,0,0,1,0,Medium,1
분자/NNG;들/XSN,1,0,0,1,0,Medium,1
불/NNG;빛/NNG,1,0,0,1,0,Medium,1
불/XPN;가능/NNG,1,0,0,1,0,Medium,1
불/XPN;명예/NNG,1,0,0,1,0,Medium,1
불결/NNG;하/XSA,1,0,0,1,0,Medium,1
불과/MAG;하/XSA,3,0.666666667,0,0.333333333,0,High,0.666666667
불과/XR;하/XSA,1,0,0,1,0,Medium,1
불구/XR;하/XSV,3,0,0,0,1,None,1
불길/XR;하/XSA,1,0,0,1,0,Medium,1
불러오/VV;ㄹ/ETM,1,0,0,1,0,Medium,1
불륜/NNG;은/JX,1,0,0,1,0,Medium,1
불리/NNG;하/XSA,1,0,0,1,0,Medium,1
불리/VV;ㄴ/ETM,1,1,0,0,0,High,1
불만/NNG;의/JKG,1,1,0,0,0,High,1
불만/NNG;증가/NNG,1,1,0,0,0,High,1
불매/NNG;운동/NNG,1,0,0,1,0,Medium,1
불법/NNG;도/JX,1,1,0,0,0,High,1
불법/NNG;을/JKO,1,0,0,1,0,Medium,1
불법/NNG;입국자/NNG,1,0,0,1,0,Medium,1
불법/NNG;행위/NNG,2,0.5,0,0.5,0,High,0.5
불사/XR;하/XSV,1,1,0,0,0,High,1
불순/NNG;분자/NNG,1,0,0,1,0,Medium,1
불신/NNG;을/JKO,1,0,0,1,0,Medium,1
불쌍/XR;하/XSA,1,0,0,1,0,Medium,1
불안/NNG;하/XSA,1,0,0,1,0,Medium,1
불안감/NNG;때문/NNB,1,0,0,1,0,Medium,1
불우/NNG;하/XSA,1,0,0,1,0,Medium,1
불의/NNG;가/JKS,1,0,0,1,0,Medium,1
불퇴전/NNG;의/JKG,1,0,0,1,0,Medium,1
불행/NNG;하/XSV,1,0,1,0,0,Low,1
불행감/NNG;에서/JKB,1,0,1,0,0,Low,1
불황/NNG;타개/NNG,1,0,0,1,0,Medium,1
붉/VA;은/ETM,1,0,0,1,0,Medium,1
붐/NNG;이/JKS,1,0,0,1,0,Medium,1
붓/NNG;을/JKO,1,0,1,0,0,Low,1
붓/NNG;질/XSN,1,0,0,1,0,Medium,1
붙/VV;어/EC,1,0,0,1,0,Medium,1
블레어/NNG;위치/NNG,1,0,0,1,0,Medium,1
비/NNG;하/XSV,2,0.5,0,0.5,0,High,0.5
비/XPN;과학/NNG,1,0,0,1,0,Medium,1
비/XPN;반복/NNG,1,0,0,1,0,Medium,1
비/XPN;타협/NNG,1,0,0,1,0,Medium,1
비가/NNG;로/JKB,1,0,0,1,0,Medium,1
비겁/XR;하/XSA,1,1,0,0,0,High,1
비관/NNG;하/XSV,1,1,0,0,0,High,1
비교/NNG;적/XSN,1,0,1,0,0,Low,1
비교적/MAG;좋/VA,1,0,0,1,0,Medium,1
비극/NNG;성/XSN,2,0,0,1,0,Medium,1
비극/NNG;의/JKG,1,0,0,1,0,Medium,1
비극/NNG;적/XSN,1,0,0,1,0,Medium,1
비디오/NNG;가/JKS,1,0,1,0,0,Low,1
비디오/NNG;는/JX,1,0,0,1,0,Medium,1
비디오/NNG;등/NNB,1,0,0,1,0,Medium,1
비디오/NNG;시장/NNG,1,0,0,1,0,Medium,1
비리/NNG;이/VCP,1,1,0,0,0,High,1
비밀/NNG;병기/NNG,1,0,0,1,0,Medium,1
비밀/NNG;작법/NNG,1,0,0,1,0,Medium,1
비상/NNG;이/JKS,1,0,0,1,0,Medium,1
비상/NNG;하/XSA,1,1,0,0,0,High,1
비서진/NNG;에/JKB,1,1,0,0,0,High,1
비슷/XR;하/XSA,4,0,0.25,0.75,0,Medium,0.75
비싸/VA;ㄴ/ETM,1,0,0,1,0,Medium,1
비아냥/NNG;섞이/VV,1,0,0,1,0,Medium,1
비용/NNG;이/JKS,1,0,0,1,0,Medium,1
비유/NNG;하/XSV,1,0,0,1,0,Medium,1
비전/NNG;을/JKO,1,1,0,0,0,High,1
비좁/VA;은/ETM,1,0,0,1,0,Medium,1
비참/NNG;하/XSA,1,0,0,1,0,Medium,1
비참/NNG;하/XSV,1,0,0,1,0,Medium,1
비추/VV;어/EC,1,0,0,1,0,Medium,1
비키/VV;라우/EF,1,0,0,1,0,Medium,1
비판/NNG;도/JX,1,0,1,0,0,Low,1
비판/NNG;의/JKG,1,0,0,1,0,Medium,1
비판/NNG;이/JKS,1,1,0,0,0,High,1
비판/NNG;하/XSV,2,0.5,0,0.5,0,High,0.5
비행기/NNG;안/NNG,1,0,1,0,0,Low,1
빚/VV;었/EP,1,0,0,1,0,Medium,1
빛/NNG;없이/MAG,1,0,0,1,0,Medium,1
빛/NNG;이/JKS,1,0,0,1,0,Medium,1
빛깔/NNG;이/JKS,1,0,0,1,0,Medium,1
빛살/NNG;이/JKS,1,0,1,0,0,Low,1
빠르/VA;ㄴ/ETM,2,0,0.5,0.5,0,Low,0.5
빠지/VV;면/EC,1,0,0,1,0,Medium,1
빠지/VV;어/EC,3,0,0.333333333,0.666666667,0,Medium,0.666666667
빨/VV;고/EC,1,0,0,1,0,Medium,1
빨/VV;러/EC,1,0,1,0,0,Low,1
빨리/MAG;바꾸/VV,1,0,0,1,0,Medium,1
빼/VV;는/ETM,1,0,0,1,0,Medium,1
빼/VV;어/EC,2,0.5,0,0.5,0,High,0.5
빼놓/VV;을/ETM,1,0,0,1,0,Medium,1
빼놓/VV;지/EC,1,0,0,1,0,Medium,1
빼앗기/VV;ㄹ지/EC,1,0,0,1,0,Medium,1
빼어나/VA;ㄴ/ETM,1,1,0,0,0,High,1
뻔뻔/XR;하/XSA,1,0,0,1,0,Medium,1
뿐/JX;아니/VCN,3,0,0,0,1,None,1
뿐/JX;이/VCP,1,0,0,0,1,None,1
뿐/NNB;더러/JKB,1,0,0,0,1,None,1
뿐/NNB;만/JX,4,0,0,0,1,None,1
뿐/NNB;아니/VCN,2,0,0,0,1,None,1
뿐/NNB;이/VCP,4,0,0,0.5,0.5,Medium,0.5
사/NNG;적/XSN,1,0,0,1,0,Medium,1
사/VV;느라/EC,1,0,0,1,0,Medium,1
사고/NNG;가/JKS,1,0,0,1,0,Medium,1
사고/NNG;위험/NNG,2,0.5,0.5,0,0,High,0.5
사고/NNG;잦/VA,1,0,0,1,0,Medium,1
사귀/VV;고/EC,1,1,0,0,0,High,1
사극/NNG;이/JKC,1,0,1,0,0,Low,1
사기/NNG;꾼/XSN,1,0,0,1,0,Medium,1
사기/NNG;행각/NNG,1,0,0,1,0,Medium,1
사람/NNG;과/JC,1,0,0,1,0,Medium,1
사람/NNG;도/JX,1,0,1,0,0,Low,1
사람/NNG;들/XSN,5,0,0.2,0.8,0,Medium,0.8
사람/NNG;은/JX,2,0,0,1,0,Medium,1
사람/NNG;을/JKO,2,0,0.5,0.5,0,Low,0.5
사람/NNG;의/JKG,1,0,0,1,0,Medium,1
사람/NNG;이/JKS,2,0,0,1,0,Medium,1
사람/NNG;이/VCP,3,0,0,1,0,Medium,1
사람/NNG;혼/NNG,1,0,0,1,0,Medium,1
사랑/NNG;과/JC,1,0,0,1,0,Medium,1
사랑/NNG;은/JX,4,0.25,0,0.75,0,Medium,0.75
사랑/NNG;을/JKO,1,0,0,1,0,Medium,1
사랑/NNG;이/JKS,2,0.5,0,0.5,0,High,0.5
사랑/NNG;이/VCP,1,0,0,1,0,Medium,1
사랑/NNG;하/XSV,5,0.2,0,0.8,0,Medium,0.8
사로잡/VV;아/EC,1,0,0,1,0,Medium,1
사망/NNG;률/XSN,2,0.5,0.5,0,0,High,0.5
사물/NNG;이/JKS,1,0,0,1,0,Medium,1
사상/NNG;의/JKG,1,0,0,1,0,Medium,1
사상/NNG;처음/NNG,1,0,0,0,1,None,1
사상/NNG;최대/NNG,1,0,0,1,0,Medium,1
사색/NNG;영글/VV,1,0,0,1,0,Medium,1
사색/NNG;을/JKO,1,1,0,0,0,High,1
사슬/NNG;도/JX,1,0,0,1,0,Medium,1
사슬/NNG;을/JKO,2,0,0,1,0,Medium,1
사실/NNG;상/XSN,1,0,0,0,1,None,1
사실/NNG;이/VCP,4,0,0,1,0,Medium,1
사용/NNG;도/JX,1,0,0,1,0,Medium,1
사용/NNG;되/XSV,1,0,0,1,0,Medium,1
사용/NNG;하/XSV,1,0,1,0,0,Low,1
사원/NNG;에/JKB,1,0,0,1,0,Medium,1
사이/NNG;에/JKB,1,0,0,1,0,Medium,1
사이버/NNG;공간/NNG,1,0,1,0,0,Low,1
사정/NNG;이/JKS,1,0,0,1,0,Medium,1
사진/NNG;촬영/NNG,1,0,0,1,0,Medium,1
사항/NNG;이/VCP,1,0,0,1,0,Medium,1
사회/NNG;문제/NNG,1,0,0,1,0,Medium,1
사회/NNG;에서/JKB,1,0,0,1,0,Medium,1
사회/NNG;의/JKG,1,1,0,0,0,High,1
사회/NNG;적/XSN,4,0.25,0,0.75,0,Medium,0.75
삭막/XR;하/XSA,1,0,0,1,0,Medium,1
삭제/NNG;하/XSV,1,0,0,1,0,Medium,1
산/NNG;에/JKB,1,0,0,1,0,Medium,1
산/XSN;포도주/NNG,1,0,1,0,0,Low,1
산뜻/XR;하/XSA,1,0,0,1,0,Medium,1
산매/NNG;가격/NNG,1,0,0,1,0,Medium,1
살/NNG;과/JC,1,0,0,1,0,Medium,1
살/NNG;을/JKO,1,0,0,1,0,Medium,1
살/VV;고/EC,1,0,1,0,0,Low,1
살/VV;ㄴ/ETM,1,0,0,1,0,Medium,1
살/VV;ㄴ다는/ETM,1,0,0,1,0,Medium,1
살/VV;ㄹ/ETM,1,0,0,1,0,Medium,1
살/VV;아/EC,3,0.333333333,0,0.666666667,0,Medium,0.666666667
살/VV;아야/EC,1,0,0,1,0,Medium,1
살/VV;았/EP,1,0,1,0,0,Low,1
살/VV;지/EC,1,0,0,1,0,Medium,1
살길/NNG;을/JKO,1,0,0,1,0,Medium,1
살리/VV;ㄹ/ETM,1,0,0,1,0,Medium,1
살리/VV;어/EC,1,0,0,1,0,Medium,1
살림/NNG;꾼/XSN,1,0,0,1,0,Medium,1
살아오/VV;ㄴ/ETM,1,0,0,1,0,Medium,1
살인/NNG;죄/NNG,1,0,0,1,0,Medium,1
살인/NNG;질주/NNG,1,1,0,0,0,High,1
삶/NNG;을/JKO,4,0.25,0,0.75,0,Medium,0.75
삶/NNG;의/JKG,3,0,0,1,0,Medium,1
삶/NNG;이/JKS,2,0,0,1,0,Medium,1
삼박자/NNG;가/JKS,1,1,0,0,0,High,1
상/NNG;을/JKO,5,0.2,0.2,0.6,0,Medium,0.6
상/NNP;수상/NNG,1,0,0,1,0,Medium,1
상/XSN;처음/NNG,1,0,0,1,0,Medium,1
상담/NNG;이/JKS,1,0,0,1,0,Medium,1
상대/NNG;가/JKS,1,0,0,1,0,Medium,1
상대/NNG;적/XSN,2,0,0.5,0,0.5,Low,0.5
상상/NNG;도/JX,1,0,1,0,0,Low,1
상상/NNG;의/JKG,2,0,0,1,0,Medium,1
상상력/NNG;을/JKO,1,0,0,1,0,Medium,1
상세/XR;하/XSA,1,0,0,1,0,Medium,1
상수/NNG;이/VCP,1,1,0,0,0,High,1
상식/NNG;적/XSN,1,0,0,1,0,Medium,1
상실/NNG;하/XSV,2,0,0,1,0,Medium,1
상의/NNG;도/JX,1,0,1,0,0,Low,1
상징/NNG;하/XSV,1,0,0,1,0,Medium,1
상쾌/XR;하/XSA,2,0,0,1,0,Medium,1
상태/NNG;에/JKB,1,1,0,0,0,High,1
상태/NNG;이/VCP,1,0,0,1,0,Medium,1
상품/NNG;미학/NNG,1,0,0,1,0,Medium,1
새/MM;삶/NNG,1,1,0,0,0,High,1
새/MM;생명/NNG,1,0,0,1,0,Medium,1
새/MM;조류/NNG,1,0,0,1,0,Medium,1
새/MM;청와대/NNP,1,0,0,1,0,Medium,1
새/NNG;가/JKS,1,0,0,1,0,Medium,1
새/NNG;없이/MAG,1,0,0,1,0,Medium,1
새/VV;도록/EC,1,1,0,0,0,High,1
새/VV;어/EC,1,0,0,1,0,Medium,1
새끼/NNG;젖/NNG,1,0,0,1,0,Medium,1
새로이/MAG;하/VV,1,0,0,1,0,Medium,1
새롭/VA;게/EC,5,0,0.4,0.6,0,Medium,0.6
새롭/VA;ㄴ/ETM,6,0,0,1,0,Medium,1
새롭/VA;ㄹ/ETM,1,0,1,0,0,Low,1
새롭/VA;은/ETM,4,0,0.25,0.75,0,Medium,0.75
새바람/NNG;이/JKS,1,0,0,1,0,Medium,1
